PH,elec,tur,oxy,tem
6.963,1266.304,48.755,4.606,19.877
6.956,1304.821,48.851,4.415,19.847
6.943,1346.049,48.896,4.244,19.826
6.929,1373.197,48.877,4.175,19.812
6.918,1380.861,48.786,4.215,19.804
6.911,1382.769,48.623,4.381,19.8
6.907,1390.787,48.399,4.587,19.795
6.906,1413.016,48.257,4.725,19.789
6.907,1446.899,48.21,4.743,19.777
6.91,1459.741,48.252,4.688,19.759
6.91,1459.557,48.367,4.67,19.734
6.91,1456.48,48.422,4.69,19.714
6.911,1451.803,48.538,4.631,19.701
6.912,1448.108,48.603,4.624,19.694
6.911,1444.195,48.745,4.722,19.682
6.911,1436.933,48.838,4.927,19.697
6.913,1421.837,48.878,5.067,19.742
6.919,1394.042,48.873,5.181,19.805
6.923,1374.532,48.836,5.243,19.862
6.929,1367.716,48.792,5.232,19.928
6.937,1375.916,48.88,5.073,19.99
6.947,1396.688,48.975,4.912,20.037
6.962,1426.552,49.062,4.877,20.052
6.987,1457.866,49.13,5.026,20.035
7.015,1485.681,49.159,5.132,19.985
7.046,1512.41,49.011,5.155,19.916
7.065,1535.09,48.816,5.098,19.842
7.067,1548.312,48.698,4.978,19.772
7.059,1549.312,48.507,4.779,19.714
7.049,1539.672,48.214,4.531,19.659
7.059,1518.38,47.932,4.296,19.607
7.079,1483.991,47.653,4.055,19.532
7.108,1437.012,47.373,3.846,19.437
7.141,1378.194,47.228,3.701,19.327
7.169,1305.899,47.226,3.625,19.224
7.133,1243.125,47.367,3.645,19.135
7.086,1196.932,47.645,3.783,19.07
7.06,1163.924,47.928,4.018,19.025
7.061,1144.632,48.222,4.4,19.003
7.069,1128.965,48.541,4.917,19.034
7.067,1110.531,48.88,5.452,19.126
7.051,1083.866,48.979,5.965,19.267
7.034,1060.731,48.97,6.347,19.42
7.027,1047.049,48.973,6.545,19.561
7.016,1041.32,48.913,6.544,19.692
7.018,1041.932,48.513,6.32,19.8
7.028,1047.574,47.47,6.067,19.829
7.04,1056.648,46.363,5.86,19.765
7.038,1066.139,43.82,5.545,19.653
7.039,1079.011,39.49,5.183,19.526
7.048,1102.649,35.059,4.839,19.399
7.053,1139.317,31.154,4.527,19.297
7.051,1171.416,29.351,4.237,19.214
7.047,1206.857,30.119,4.01,19.16
7.044,1247.144,31.848,3.8,19.134
7.059,1293.883,34.715,3.586,19.163
7.069,1338.306,37.223,3.362,19.254
7.089,1378.028,39.069,3.192,19.348
7.107,1419.563,39.763,3.121,19.396
7.115,1452.003,39.79,3.208,19.414
7.109,1460.875,39.394,3.451,19.433
7.117,1457.748,38.498,3.783,19.442
7.131,1448.704,37.533,4.199,19.429
7.15,1436.158,35.976,4.679,19.401
7.159,1417.904,33.291,5.144,19.344
7.161,1392.352,31.03,5.554,19.27
7.155,1375.09,29.96,5.809,19.206
7.146,1365.398,30.564,5.887,19.15
7.132,1362.606,32.396,5.799,19.114
7.115,1363.395,34.876,5.706,19.093
7.098,1369.242,37.55,5.683,19.087
7.081,1379.291,38.395,5.715,19.093
7.063,1386.382,38.152,5.857,19.114
7.05,1390.929,36.412,6.026,19.153
7.039,1394.854,33.5,5.978,19.217
7.03,1400.125,31.884,5.803,19.295
7.023,1408.958,32.113,5.621,19.381
7.033,1420.613,33.731,5.474,19.476
7.05,1432.736,35.708,5.366,19.556
7.074,1440.461,38.078,5.279,19.608
7.096,1442.604,37.944,5.213,19.619
7.115,1439.58,36.352,5.175,19.595
7.157,1436.127,32.904,5.28,19.551
7.18,1434.481,30.084,5.57,19.495
7.18,1436.045,28.549,6.02,19.456
7.163,1440.799,27.975,6.64,19.448
7.151,1450.732,28.678,7.344,19.439
7.135,1459.175,30.606,8.058,19.425
7.109,1468.736,32.461,8.65,19.418
7.082,1474.216,33.078,9.08,19.414
7.057,1480.135,33.52,9.191,19.412
7.039,1485.536,33.528,8.949,19.408
7.021,1490.795,33.843,8.402,19.387
7.011,1493.423,34.988,7.711,19.36
7.003,1495.387,36.783,7.236,19.331
7,1496.443,36.914,6.994,19.315
6.995,1494.422,35.622,7.002,19.319
6.992,1485.598,33.917,7.169,19.346
6.994,1470.528,31.803,7.38,19.404
7,1448.079,30.651,7.519,19.486
7.007,1414.031,31.05,7.525,19.589
7.017,1370.795,32.377,7.442,19.712
7.029,1343.561,33.197,7.287,19.867
7.039,1307.338,32.288,7.142,20.051
7.038,1267.781,31.235,6.983,20.233
7.04,1252.879,30.278,6.882,20.32
7.062,1262.806,29.947,6.851,20.325
7.104,1285.733,30.602,6.882,20.27
7.148,1318.05,30.911,6.947,20.178
7.195,1359.011,31.543,6.991,20.085
7.238,1410.531,32.414,6.943,20.005
7.273,1468.78,32.404,7.064,19.947
7.297,1532.546,31.566,7.483,19.89
7.305,1594.994,31.23,8.2,19.841
7.307,1626.6,31.419,9.144,19.806
7.299,1624.857,31.486,9.863,19.779
7.274,1590.463,32.329,10.063,19.757
7.25,1536.565,34.077,9.774,19.736
7.227,1454.813,36.113,9.137,19.728
7.207,1361.818,38.045,8.612,19.723
7.181,1300.981,39.358,8.261,19.727
7.159,1367.24,40.668,8.14,19.765
7.147,1680.543,41.859,8.136,19.865
7.144,2361.219,44.034,8.13,20.012
7.142,3529.281,46.509,8.07,20.199
7.144,5240.657,49.827,8.014,20.415
7.15,6875.68,53.162,7.966,20.578
7.16,8009.179,57.011,7.951,20.682
7.161,8683.767,56.602,7.909,20.686
7.177,8984.745,53.94,7.902,20.592
7.2,8981.177,51.142,7.947,20.431
7.21,8702.697,45.618,8.072,20.252
7.196,8142.831,38.091,8.283,20.096
7.187,7286.197,32.122,8.595,19.973
7.201,6345.853,29.02,8.921,19.884
7.217,5405.365,27.466,9.029,19.82
7.223,4562.902,26.696,8.777,19.782
7.223,3931.896,26.075,8.463,19.774
7.221,3362.837,25.418,8.065,19.776
7.203,2900.718,24.624,7.725,19.778
7.161,2484.644,24.34,7.466,19.775
7.126,2109.351,24.799,7.202,19.754
7.098,1772.491,25.076,6.943,19.731
7.075,1519.721,25.448,6.768,19.717
7.047,1370.06,26.291,6.625,19.742
7.021,1364.667,27.488,6.482,19.827
6.999,1565.719,29.024,6.306,19.994
6.985,2071.072,30.672,6.072,20.264
6.969,2973.942,32.513,5.752,20.595
6.963,4304.485,34.578,5.476,20.927
6.973,5990.336,37.073,5.359,21.22
7.007,7107.907,40.486,5.419,21.406
7.053,7482.752,45.191,5.598,21.447
7.114,7112.06,47.342,5.878,21.337
7.182,6059.691,45.119,6.111,21.142
7.206,4801.032,38.129,6.284,20.905
7.176,3690.372,31.192,6.379,20.702
7.128,2889.894,26.521,6.351,20.561
7.088,2352.366,23.934,6.116,20.486
7.08,2033.16,22.507,5.932,20.45
7.079,1867.643,21.937,5.857,20.454
7.083,1791.434,21.96,5.882,20.486
7.095,1785.422,22.772,5.987,20.522
7.098,1902.168,23.756,6.094,20.532
7.076,2219.969,24.433,6.167,20.527
7.049,2817.211,25.419,6.24,20.526
7.028,3772.227,27.318,6.277,20.526
7.014,5095.405,30.281,6.394,20.56
6.988,6321.628,33.937,6.467,20.623
6.964,6861.542,38.052,6.517,20.696
6.941,6716.599,41.447,6.57,20.789
6.922,6023.112,40.066,6.67,20.905
6.898,5462.18,37.529,6.808,21.03
6.881,5427.446,35.637,6.95,21.209
6.878,5971.555,35.097,7.096,21.502
6.889,6975.189,34.694,7.197,21.898
6.916,7629.232,33.612,7.21,22.317
6.997,7808.885,32.801,7.178,22.539
7.13,7468.491,31.174,7.145,22.537
7.301,6618.996,28.184,7.125,22.342
7.408,5556.19,24.432,7.096,22.008
7.461,4679.73,21.52,7.117,21.677
7.511,3985.889,19.894,7.187,21.451
7.558,3469.731,18.777,7.246,21.305
7.574,3055.298,17.851,7.201,21.208
7.571,2787.729,17.142,7.041,21.103
7.55,2630.423,16.21,7.067,21
7.53,2562.532,15.882,7.124,20.88
7.478,2594.605,16.221,7.028,20.743
7.446,2768.437,17.47,6.815,20.597
7.45,3152.235,20.341,6.601,20.498
7.45,3829.163,23.661,6.396,20.464
7.439,4877.07,27.667,6.264,20.501
7.421,6313.59,32.4,6.182,20.617
7.426,7498.41,36.506,6.138,20.805
7.44,8284.988,40.128,6.132,21.056
7.439,8742.018,44.712,6.161,21.335
7.42,8966.238,53.785,6.234,21.517
7.42,9046.406,67.652,6.341,21.56
7.447,9049.748,78.122,6.473,21.508
7.454,9020.668,88.095,6.617,21.472
7.45,8984.855,79.011,6.785,21.429
7.452,8954.756,61.996,7,21.363
7.48,8934.403,47.879,7.277,21.199
7.484,8922.828,39.781,7.66,20.948
7.475,8916.002,31.937,8.143,20.681
7.508,8907.586,25.529,8.666,20.424
7.581,8888.983,22.688,9.034,20.236
7.623,8849.317,21.25,9.099,20.12
7.628,8776.208,21.723,8.974,20.081
7.603,8658.503,19.978,9.09,20.082
7.555,8492.465,19.996,9.367,20.071
7.488,8328.173,20.633,9.488,20.016
7.462,8207.238,25.81,9.548,19.925
7.481,8160.686,34.137,9.482,19.839
7.485,8383.159,38.759,9.405,19.779
7.459,8582.132,44.736,9.402,19.762
7.465,8730.313,54.988,9.416,19.804
7.497,8826.622,63.491,9.471,19.89
7.518,8881.255,65.142,9.499,19.999
7.506,8907.081,61.91,9.457,20.072
7.492,8915.464,51.156,9.341,20.108
7.487,8914.813,41.802,9.144,20.123
7.516,8910.589,36.092,8.837,20.114
7.513,8905.914,34.755,8.48,20.11
7.493,8902.305,37.748,8.103,20.1
7.478,8900.294,44.686,7.845,20.082
7.474,8899.845,45.602,7.679,20.051
7.42,8900.546,48.861,7.638,19.995
7.389,8901.617,52.899,7.751,19.953
7.384,8901.76,41.447,7.917,19.928
7.347,8898.922,32.494,8.028,19.925
7.326,8890.076,27.536,8.013,19.923
7.333,8871.202,27.82,7.792,19.887
7.361,8837.771,32.561,7.673,19.824
7.36,8786.177,33.739,7.534,19.763
7.378,8716.719,38.122,7.409,19.72
7.378,8638.795,36.425,7.3,19.705
7.39,8578.782,39.242,7.186,19.699
7.372,8590.47,44.675,7.087,19.686
7.37,8766.441,53.966,6.967,19.676
7.359,9246.158,67.671,6.874,19.663
7.364,10212.313,68.196,6.78,19.693
7.344,11861.128,74.357,6.693,19.757
7.351,14325.36,88.318,6.628,19.844
7.379,17522.692,87.986,6.578,19.928
7.436,19218.086,89.005,6.53,19.998
7.459,20035.335,65.657,6.441,20.048
7.492,20114.314,45.988,6.372,20.112
7.545,19724.534,32.545,6.356,20.171
7.594,19188.601,26.197,6.357,20.201
7.618,18643.751,27.972,6.366,20.221
7.603,18021.969,37.687,6.38,20.239
7.567,17295.371,53.658,6.43,20.258
7.541,16499.995,66.057,6.493,20.281
7.496,15530.063,68.633,6.512,20.292
7.483,14470.143,77.946,6.459,20.287
7.509,13689.598,94.168,6.33,20.263
7.566,12928.113,84.067,6.138,20.214
7.582,12216.021,78.262,5.955,20.146
7.59,11575.681,63.494,5.812,20.042
7.573,11106.928,50.182,5.688,19.926
7.552,10981.284,43.841,5.574,19.818
7.493,11506.891,33.165,5.415,19.755
7.426,13064.588,29.63,5.27,19.778
7.368,15880.333,34.011,5.147,19.9
7.334,19711.331,42.71,5.059,20.116
7.292,21771.879,57.761,5.073,20.4
7.271,21694.693,76.261,5.253,20.703
7.285,20927.032,84.476,5.532,20.907
7.309,19470.436,96.119,5.821,20.943
7.34,18055.048,93.096,6.03,20.835
7.394,16690.088,78.136,6.2,20.758
7.442,15184.017,68.563,6.337,20.749
7.484,13775.972,53.429,6.476,20.742
7.494,12067.193,46.771,6.611,20.739
7.52,10614.15,49.233,6.807,20.707
7.538,9417.565,57.69,7.056,20.679
7.548,8444.593,56.398,7.291,20.633
7.529,7680.193,51.166,7.423,20.562
7.489,7069.522,48.969,7.426,20.469
7.458,6595.09,43.071,7.238,20.362
7.446,6177.781,40.068,6.813,20.259
7.407,5817.178,40.238,6.119,20.162
7.378,5624.26,35.169,5.499,20.059
7.373,5739.756,34.203,5.009,19.95
7.387,6336.209,36.774,4.707,19.839
7.368,7711.685,47.15,4.527,19.746
7.359,10225.43,67.101,4.392,19.667
7.362,14189.346,96.142,4.312,19.636
7.361,19591.012,129.585,4.232,19.634
7.336,23751.147,133.667,4.134,19.643
7.326,26145.616,110.033,4.046,19.671
7.337,27623.8,84.788,4.005,19.714
7.354,28344.093,63.373,3.991,19.753
7.347,28597.12,47.834,3.981,19.756
7.357,28652.766,37.266,4.047,19.725
7.366,28683.271,30.779,4.231,19.699
7.386,28593.28,26.763,4.507,19.669
7.382,28360.766,24.279,4.892,19.631
7.37,28049.817,22.762,5.292,19.598
7.361,27631.304,21.819,5.661,19.568
7.36,26901.359,21.136,5.925,19.559
7.33,25843.339,20.444,6.03,19.536
7.305,24633.559,19.76,5.978,19.474
7.294,23529.225,19.357,5.792,19.395
7.298,22552.43,19.459,5.481,19.316
7.285,21746.498,20.407,5.112,19.23
7.289,21184.298,22.178,4.813,19.114
7.295,20770.922,23.692,4.614,19.012
7.311,20533.813,25.526,4.465,18.904
7.3,20502.651,25.619,4.344,18.792
7.288,20701.327,25.384,4.28,18.736
7.293,21133.652,25.038,4.259,18.77
7.307,21786.47,24.05,4.321,18.898
7.301,22649.307,22.62,4.446,19.072
7.302,23459.646,21.098,4.674,19.241
7.319,24452.187,19.565,4.989,19.348
7.33,25331.487,18.189,5.25,19.391
7.314,25917.562,17.199,5.466,19.38
7.3,26222.453,16.243,5.68,19.342
7.298,26277.13,15.051,5.871,19.309
7.3,25986.893,13.409,6.002,19.273
7.272,25308.942,11.548,6.044,19.233
7.255,24227.512,9.74,6.06,19.201
7.245,22742.197,8.006,6.106,19.186
7.25,20914.853,6.5,6.221,19.179
7.242,19204.312,5.498,6.442,19.152
7.25,17855.302,4.879,6.818,19.09
7.263,16869.571,4.506,7.354,18.977
7.276,16171.467,4.383,7.69,18.822
7.27,15651.042,4.387,7.825,18.606
7.27,15438.57,4.068,8.005,18.377
7.269,15274.914,3.806,8.124,18.214
7.276,15099.965,3.781,8.175,18.125
7.261,14900.591,4.014,8.213,18.072
7.251,14803.022,4.276,8.238,18.061
7.248,14932.608,4.636,8.258,18.102
7.255,15525.215,5.45,8.29,18.186
7.249,16598.647,6.751,8.295,18.307
7.245,18365.17,7.78,8.284,18.486
7.249,19967.397,8.672,8.192,18.688
7.263,21416.39,9.472,8.101,18.869
7.256,22607.753,9.75,8.092,18.979
7.262,23565.083,9.873,8.179,19.011
7.263,24295.902,10.221,8.313,18.982
7.276,24847.37,10.807,8.511,18.964
7.275,25223.124,11.047,8.637,18.959
7.283,25481.091,10.74,8.648,18.976
7.283,25604.908,10.028,8.454,19.019
7.275,25510.488,9.337,7.987,19.079
7.255,25151.128,8.792,7.925,19.144
7.254,25162.282,8.2,8.038,19.217
7.263,24873.946,7.583,8.172,19.287
7.274,24795.135,6.742,8.22,19.339
7.273,24382.623,6.094,8.123,19.359
7.275,23629.002,5.106,8.08,19.348
7.279,22670.789,4.297,8.092,19.304
7.297,21575.541,3.997,8.137,19.23
7.298,20686.536,4.254,8.209,19.143
7.292,20147.219,4.874,8.22,19.088
7.295,20133.651,6.173,8.323,19.058
7.29,20252.347,8.049,8.551,19.079
7.264,20505.681,10.238,9.004,19.139
7.242,21172.559,11.104,9.621,19.217
7.235,22022.171,11.155,10.209,19.296
7.243,22556.626,10.706,10.695,19.352
7.255,22766.798,10.307,11.024,19.342
7.299,22708.673,10.043,11.188,19.281
7.377,22833.326,9.782,11.121,19.214
7.49,22880.642,9.487,10.901,19.149
7.599,22781.239,9.34,10.472,19.099
7.681,22891.503,8.988,9.78,19.078
7.728,22789.858,8.324,8.782,19.08
7.737,22466.688,7.413,7.617,19.084
7.721,22061.442,6.661,6.553,19.083
7.696,21481.188,5.448,5.745,19.07
7.658,20687.951,3.842,5.215,19.038
7.658,19903.64,2.429,4.944,18.981
7.696,19221.461,1.729,4.916,18.897
7.725,18885.367,1.788,5.137,18.824
7.73,18580.276,2.959,5.582,18.761
7.732,18225.969,5.124,6.082,18.705
7.724,17718.276,9.172,6.546,18.669
7.708,17228.295,15.164,6.955,18.655
7.68,16777.264,23.24,7.292,18.683
7.697,16225.788,33.534,7.595,18.76
7.741,15581.602,43.874,8.002,18.88
7.779,13994.29,36.842,8.531,19.035
7.789,11836.063,28.195,9.263,19.213
7.764,11488.412,20.742,10.105,19.371
7.752,11141.881,15.295,11.101,19.461
7.724,10417.481,11.69,12.023,19.404
7.686,9409.152,9.72,12.707,19.369
7.678,9819.19,8.77,13.158,19.334
7.673,9851.313,8.557,13.426,19.314
7.652,9380.431,8.793,13.513,19.28
7.628,8500.018,9.281,13.55,19.242
7.648,8860.955,9.567,13.517,19.209
7.652,8893.757,9.853,13.428,19.179
7.626,8616.425,10.58,13.231,19.146
7.638,8212.277,11.951,13.025,19.12
7.685,9340.403,13.673,12.855,19.094
7.733,10646.094,15.995,12.694,19.06
7.77,12257.957,19.256,12.564,19.009
7.834,14386.805,22.893,12.552,18.955
7.876,17139.758,26.351,12.588,18.873
7.927,20301.962,28.972,12.642,18.745
7.941,21344.415,25.475,12.631,18.564
7.96,20474.84,21.774,12.65,18.374
7.957,19076.22,18.911,12.762,18.26
7.946,17799.048,17.039,13.029,18.237
7.893,16989.038,15.815,13.389,18.285
7.804,16086.118,15.358,13.87,18.376
7.688,15209.82,15.785,14.359,18.448
7.571,14456.625,16.662,14.697,18.5
7.461,13856.044,17.422,14.896,18.553
7.391,13500.587,17.522,14.987,18.62
7.365,13180.472,17.91,14.997,18.698
7.351,12838.791,18.41,14.951,18.793
7.339,12363.435,18.866,14.864,18.886
7.369,11874.245,18.777,14.755,18.965
7.437,11500.438,18.802,14.839,19.02
7.498,11252.343,18.831,14.934,19.052
7.535,11114.117,18.679,14.3,19.046
7.557,11074.471,18.154,13.636,19
7.585,11144.159,17.364,13.035,18.913
7.636,11388.725,16.57,12.608,18.799
7.679,11901.583,16.001,12.268,18.698
7.734,12794.204,15.549,12.038,18.622
7.792,14170.975,14.718,11.763,18.567
7.87,15930.282,13.618,11.357,18.536
7.931,17653.763,12.863,10.72,18.501
7.977,18901.047,12.938,10.11,18.486
7.998,19597.267,13.724,9.677,18.501
8.008,19781.144,14.881,9.466,18.567
7.986,19446.94,16.034,9.466,18.693
7.95,18711.292,16.717,9.635,18.864
7.953,17626.301,16.815,10.008,19.015
7.99,16593.103,16.584,10.656,19.127
8,15742.682,16.564,11.44,19.179
7.989,15074.392,16.758,12.372,19.192
7.993,14570.231,17.234,13.124,19.172
7.995,14211.471,18.013,13.405,19.125
7.982,13883.098,18.821,13.043,19.067
7.981,13615.093,19.189,12.127,19.009
7.989,13389.664,19.619,10.78,18.946
7.989,13217.666,20.301,9.726,18.883
7.965,13072.93,21.489,9.092,18.808
7.947,12942.948,22.957,8.896,18.72
7.971,12842.294,24.058,8.947,18.609
7.997,12773.88,24.813,9.16,18.476
8.015,12738.712,25.303,9.452,18.343
8.039,12721.332,25.501,9.77,18.231
8.103,12703.393,25.718,10.034,18.15
8.15,12699.156,25.72,10.211,18.113
8.158,12712.312,25.379,10.303,18.118
8.143,12732.979,24.861,10.418,18.177
8.131,12760.291,24.374,10.625,18.278
8.112,12780.652,24.245,10.917,18.403
8.077,12766.241,24.499,11.224,18.509
8.026,12716.893,24.976,11.474,18.583
8.019,12647.026,25.387,11.62,18.615
8.02,12576.218,25.638,11.642,18.623
7.999,12508.149,25.983,11.938,18.602
7.966,12448.651,26.52,12.434,18.593
7.937,12398.799,27.566,13.157,18.555
7.923,12356.866,29.541,13.946,18.498
7.899,12316.439,32.899,14.472,18.421
7.877,12276.368,37.777,14.723,18.364
7.848,12232.893,43.976,14.71,18.327
7.822,12187.68,50.351,14.448,18.304
7.767,12136.33,55.076,13.964,18.277
7.707,12087.362,55.027,13.413,18.271
7.669,12047.9,52.393,12.881,18.27
7.638,12035.985,48.403,12.416,18.277
7.609,12058.418,43.909,11.942,18.295
7.601,12106.742,40.776,11.53,18.351
7.613,12170.043,36.811,11.164,18.408
7.666,12117.931,34.161,10.825,18.452
7.717,12016.973,31.525,10.475,18.488
7.788,11942.056,29.185,10.158,18.525
7.85,11937.073,27.301,9.974,18.572
7.867,11982.508,25.96,9.959,18.638
7.827,12003.978,25.474,10.005,18.716
7.757,12013.95,25.243,10.093,18.796
7.669,12030.248,25.047,10.266,18.868
7.605,12097.83,24.843,10.52,18.921
7.56,12244.56,24.385,10.624,18.954
7.541,12501.532,23.515,10.7,18.943
7.535,12767.809,22.796,10.643,18.904
7.555,12954.432,22.355,10.383,18.857
7.571,13011.795,22.768,10.029,18.819
7.58,12978.522,23.56,9.888,18.804
7.588,12905.796,24.815,10.1,18.796
7.606,12824.701,26.012,10.369,18.787
7.608,12742.706,27.039,10.434,18.772
7.612,12645.016,28.266,10.256,18.745
7.629,12539.001,28.68,10.275,18.704
7.662,12466.793,28.662,10.183,18.659
7.713,12500.407,28.278,9.973,18.608
7.815,12669.261,27.593,9.687,18.566
7.966,12981.453,26.916,9.353,18.546
8.16,13396.492,26.393,9.04,18.537
8.313,13669.626,26.098,8.761,18.553
8.433,13768.563,25.687,8.573,18.599
8.541,13707.427,25.195,8.458,18.666
8.629,13562.281,24.678,8.424,18.75
8.677,13354.342,24.073,8.434,18.848
8.686,13083.022,23.439,8.491,18.977
8.67,12801.759,22.624,8.496,19.14
8.632,12571.595,21.915,8.404,19.337
8.579,12408.005,21.648,8.003,19.547
8.535,12304.863,21.811,7.404,19.705
8.494,12236.388,22.468,7.065,19.789
8.457,12144.977,24.155,6.954,19.807
8.419,12024.297,27.162,6.838,19.773
8.384,11868.889,31.496,6.647,19.722
8.354,11745.292,35.879,6.388,19.665
8.321,11651.436,40.092,6.095,19.616
8.291,11576.698,39.908,5.747,19.574
8.261,11501.621,41.05,5.522,19.549
8.243,11415.847,43.288,5.477,19.524
8.234,11300.784,47.79,5.502,19.506
8.237,11149.627,51.527,5.543,19.494
8.238,10978.683,52.712,5.585,19.482
8.247,10803.818,52.551,5.647,19.469
8.262,10627.737,51.442,5.779,19.454
8.269,10468.143,49.837,5.941,19.437
8.274,10345.514,48.29,6.137,19.436
8.268,10240.707,46.579,6.4,19.454
8.241,10159.614,44.539,6.743,19.494
8.209,10104.525,42.51,7.14,19.555
8.189,10064.171,40.581,7.469,19.598
8.19,10017.7,38.701,7.672,19.638
8.184,9968.237,37.165,7.732,19.68
8.157,9910.533,35.832,7.622,19.704
8.107,9831.994,34.264,7.357,19.721
8.122,9739.687,32.519,6.929,19.77
8.117,9633.505,30.108,6.394,19.874
8.095,9490.983,27.325,5.818,19.99
8.056,9310.873,25.115,5.463,20.074
8.019,9098.369,24.25,5.307,20.074
7.979,8881.638,24.422,5.248,20.098
7.938,8695.088,25.204,5.247,20.085
7.935,8592.981,24.087,5.305,20.041
7.941,8571.116,23.051,5.383,19.952
7.948,8633.115,23.475,5.5,19.845
7.952,8786.778,24.582,5.594,19.758
7.953,9017.957,25.212,5.764,19.69
7.956,9173.681,25.901,5.947,19.643
7.956,9160.836,26.67,6.087,19.583
7.92,9157.983,26.258,6.207,19.531
7.866,9252.698,25.017,6.302,19.501
7.842,9518.616,23.593,6.404,19.495
7.835,9338.624,22.609,6.576,19.537
7.82,9247.955,22.176,6.808,19.596
7.801,9226.31,21.696,7.082,19.642
7.78,9312.202,21.352,7.385,19.661
7.758,9436.961,21.467,7.678,19.682
7.726,9549.787,21.678,7.907,19.72
7.702,9604.591,21.284,8.057,19.733
7.695,9561.5,20.855,8.098,19.704
7.695,9626.295,20.93,8.021,19.657
7.695,9802.395,21.611,7.832,19.608
7.694,10211.92,22.272,7.566,19.552
7.697,10984.592,23.318,7.258,19.488
7.703,12307.957,25.97,6.922,19.423
7.707,14405.172,29.975,6.563,19.369
7.71,17513.68,34.521,6.201,19.337
7.72,21506.14,38.15,5.849,19.322
7.738,23921.536,34.661,5.499,19.317
7.758,23634.131,29.726,5.091,19.303
7.791,22146.655,25.309,4.642,19.29
7.808,20876.92,21.749,4.174,19.278
7.818,20010.543,19.143,3.808,19.266
7.808,19520.986,17.307,3.579,19.258
7.783,18938.741,15.819,3.485,19.27
7.746,18133.03,14.963,3.489,19.314
7.698,17186.055,14.604,3.565,19.349
7.64,16323.488,14.958,3.694,19.371
7.597,15633.538,15.255,3.862,19.391
7.579,15155.425,15.621,4.05,19.382
7.568,14738.301,15.865,4.282,19.345
7.557,14328.272,15.822,4.49,19.309
7.558,13983.027,15.509,4.643,19.292
7.563,13722.201,15.238,4.737,19.278
7.582,13510.673,15.071,4.737,19.267
7.592,13324.73,15.157,4.635,19.267
7.6,13164.349,15.264,4.483,19.265
7.615,13038.591,15.547,4.301,19.258
7.631,12968.045,15.851,4.136,19.256
7.637,12945.763,16.77,4.023,19.246
7.637,12965.715,17.972,3.961,19.236
7.633,13051.222,19.078,3.945,19.21
7.662,13215.488,19.902,3.969,19.169
7.696,13439.269,20.822,4.024,19.138
7.729,13678.527,21.835,4.083,19.12
7.756,13799.642,23.065,4.146,19.112
7.766,13822.227,23.674,4.215,19.112
7.752,13828.381,23.557,4.28,19.108
7.717,13833.032,22.567,4.325,19.113
7.662,13844.525,20.915,4.303,19.135
7.601,13885.383,19.288,4.283,19.158
7.54,13894.212,18.386,4.293,19.236
7.495,13908.78,18.451,4.323,19.38
7.458,13820.505,19.484,4.407,19.557
7.428,13672.143,21.038,4.525,19.736
7.397,13542.493,22.967,4.687,19.863
7.377,13408.709,24.864,4.815,19.924
7.355,13271.082,24.117,4.825,19.922
7.333,13104.448,22.865,4.715,19.862
7.303,12859.936,22.486,4.678,19.76
7.264,12488.44,22.956,4.67,19.643
7.221,11937.763,25.092,4.689,19.519
7.184,11232.546,28.477,4.707,19.392
7.154,10404.999,28.312,4.729,19.263
7.129,9554.446,27.096,4.763,19.145
7.109,8745.91,26.09,4.792,19.033
7.097,8059.469,25.267,4.836,18.912
7.089,7562.622,24.911,4.896,18.779
7.083,7220.779,24.423,4.976,18.642
7.074,7033.99,24.603,5.038,18.538
7.067,6980.93,25.472,5.077,18.484
7.061,7030.051,26.562,5.115,18.498
7.06,7151.227,27.28,5.167,18.588
7.065,7310.334,28.139,5.241,18.757
7.065,7470.918,27.737,5.368,18.979
7.061,7582.84,27.333,5.549,19.197
7.055,7634.602,26.612,5.78,19.358
7.044,7563.307,25.394,6.026,19.459
7.035,7306.191,24.389,6.292,19.489
7.032,6857.178,24.388,6.557,19.423
7.034,6252.582,25.742,6.852,19.287
7.037,5552.544,28.302,7.147,19.108
7.042,4867.598,31.663,7.419,18.91
7.048,4263.837,34.871,7.603,18.725
7.053,3820.81,37.288,7.672,18.563
7.062,3517.858,38.813,7.616,18.408
7.067,3324.446,39.726,7.52,18.263
7.07,3212.408,40.763,7.384,18.127
7.069,3142.272,41.402,7.257,18.008
7.068,3080.114,41.702,7.148,17.918
7.064,3011.281,40.852,7.066,17.837
7.062,2925.742,39.451,6.981,17.746
7.062,2828.367,37.362,6.924,17.632
7.066,2734.867,35.931,6.901,17.524
7.071,2642.504,34.836,6.897,17.428
7.081,2583.669,34.493,6.891,17.34
7.09,2558.553,34.313,6.928,17.283
7.098,2559.953,34.57,7.002,17.271
7.109,2577.662,35.153,7.142,17.302
7.121,2603.71,35.526,7.32,17.372
7.126,2630.793,35.517,7.527,17.451
7.131,2650.241,34.863,7.748,17.522
7.134,2652.138,33.383,7.976,17.582
7.136,2624.292,31.63,8.186,17.626
7.135,2557.822,30.09,8.389,17.607
7.134,2452.256,29.007,8.54,17.541
7.134,2332.029,28.962,8.66,17.419
7.135,2245.885,29.94,8.71,17.24
7.137,2190.573,31.329,8.702,17.007
7.138,2165.436,32.268,8.661,16.773
7.14,2191.08,33.817,8.61,16.553
7.141,2278.542,35.867,8.531,16.351
7.142,2452.135,38.882,8.441,16.171
