tem,PH,tur,elec,oxy
20,7.45,52,984,5.58
20.3,7.54,45,953,6.43
20.2,7.61,65,924,6.72
19.8,7.35,142,1077,4.28
19.8,7.44,46,975,5.45
19.7,7.46,37,901,5.48
19.7,7.5,45,820,5.59
19.6,7.46,51,829,5.38
19.7,7.47,77,792,5.46
19.7,7.49,74,717,5.51
19.6,7.5,84,704,5.28
19.6,7.43,76,782,5.12
19.7,7.45,45,1020,5.76
19.5,7.44,58,843,5.15
19.6,7.48,139,920,5.55
19.6,7.44,34,972,5.5
19.6,7.41,32,999,5.6
19.6,7.45,129,998,5.64
19.7,7.52,44,979,5.99
19.8,7.59,45,962,6.87
19.9,7.6,55,932,7.14
19.9,7.53,50,938,6.58
20,7.59,36,912,6.9
20,7.59,54,879,7.05
19.9,7.58,41,856,6.91
19.9,7.62,36,816,7.13
20.2,7.79,41,847,8.08
20.2,7.72,42,802,8.06
20.2,7.66,33,791,7.69
20.1,7.65,38,780,7.53
19.9,7.47,32,887,5.83
19.7,7.39,29,901,4.74
19.6,7.37,37,898,4.46
19.7,7.39,37,892,4.65
19.6,7.4,32,902,4.4
19.5,7.35,27,935,4.32
19.5,7.36,33,935,4.02
19.4,7.33,35,947,3.99
19.3,7.38,27,960,4.24
19.2,7.35,22,1002,4.23
19.2,7.34,32,1026,4.12
19.3,7.31,29,1083,3.61
19.3,7.39,24,1051,3.98
19.3,7.36,34,1092,4.1
19.2,7.4,26,1055,4.75
19.5,7.31,29,1353,4.63
19.3,7.49,33,1095,5.06
19.4,7.47,51,1071,5.64
19.6,7.42,33,1092,5.16
19.7,7.45,28,1095,5.69
19.6,7.43,26,1120,5.06
19.6,7.43,28,1088,5.41
19.5,7.39,25,1108,4.93
19.5,7.38,23,1102,4.86
19.3,7.44,37,1058,4.96
19.2,7.43,20,951,5.73
19.2,7.39,17,1030,5.81
19.3,7.47,10,975,6.44
19.2,7.51,11,966,6.28
19.2,7.41,14,984,6.02
19.1,7.39,13,978,5.86
19.1,7.39,13,987,5.77
19,7.42,21,1008,5.5
19,7.35,19,1017,5.4
19,7.33,11,1021,5.32
19,7.34,20,1036,5.3
19,7.42,11,1039,5.9
19.3,7.38,16,1042,6.36
19.4,7.38,24,1039,6.26
19.4,7.35,23,1048,5.71
19.5,7.35,16,1149,5.37
0,0,0,0,0
19.6,7.37,30,1495,4.92
19.6,7.36,38,1975,4.83
19.7,7.48,37,2572,6.29
19.6,7.41,43,2858,5.67
19.6,7.38,42,3046,5.76
19.7,7.44,32,2817,6
19.7,7.45,32,3133,5.72
19.7,7.38,35,3368,5.31
19.7,7.38,58,3011,5.06
19.5,7.44,47,2380,5.99
19.5,7.5,42,2303,5.95
19.5,7.41,41,2300,5.88
19.6,7.38,44,2609,5.27
19.5,7.39,39,2695,5.51
19.4,7.81,36,2487,5.63
19.4,7.44,35,2102,6.01
19.2,7.46,28,1907,6.25
19.2,7.46,24,1888,6.58
19.2,7.52,26,1718,7.16
19.4,7.53,29,1687,7.84
19.4,7.46,39,1752,6.96
19.5,7.38,42,1938,5.76
19.6,7.44,40,2142,5.97
20.1,7.52,41,1869,7.54
19.8,7.44,44,2036,6.61
19.8,7.38,49,2362,5.77
19.9,7.48,38,2373,6.53
20,7.45,48,2337,6.32
20.2,7.51,63,2243,7.05
20.1,7.42,50,2974,6.15
20,7.53,45,2591,6.83
20,7.41,63,2953,5.93
19.8,7.45,48,2608,6.52
19.9,7.35,60,2932,5.57
20,7.43,51,2889,5.7
19.8,7.46,32,2374,6.6
19.8,7.43,34,2380,6.41
19.8,7.41,31,2623,6.18
19.9,7.43,36,2663,5.9
19.8,7.41,26,2498,6.45
19.6,7.4,22,2256,6.54
19.6,7.38,22,2166,6.65
19.8,7.49,22,2090,7.18
19.8,7.35,49,2212,6.18
19.8,7.34,31,2281,6.09
19.9,7.34,42,2194,6.95
20,7.42,35,2231,6.73
21.5,7.53,32,1937,10.91
21,7.32,35,2030,7.91
20.9,7.37,32,2074,8.15
20.8,7.58,28,2145,9.21
20.6,7.44,26,2170,9.05
20.6,7.41,29,2145,9.31
20.4,7.34,29,2199,8.38
20.1,7.39,29,2275,7.58
20.1,7.25,26,2319,7.29
20.1,7.24,30,2263,7.25
20.2,7.22,34,2259,7.19
20.2,7.31,28,2270,7.39
20.4,7.2,33,2250,7.24
20.4,7.19,33,2260,7.25
20.5,7.16,34,2240,7.34
20.4,7.26,41,2186,7.26
20.4,7.12,33,2252,7.08
20.5,7.13,33,2222,7.82
20.6,7.12,119,2093,7.84
20.9,7.2,62,2105,8.21
21.1,7.09,81,2316,7.85
21.3,7.09,74,2002,7.36
21.8,7.09,34,1596,8.21
21.2,7.1,42,1900,6.84
20.8,7.04,41,2083,5.27
21.4,7.07,35,1934,6.81
21.4,7.07,36,1893,7.16
21.6,7.15,41,1903,7.14
21.6,7.08,48,1953,6.94
21.5,7.11,42,1847,7.33
21,7.08,67,1825,6.01
20.9,7.11,63,2030,5.94
20.9,7.06,51,2062,5.79
20.9,7.08,45,1916,6.26
20.9,7.05,43,1907,6.32
20.9,7.11,40,1894,6.38
20.9,7.06,40,1863,6.31
20.9,7.05,35,1834,6.47
20.9,7.05,32,1837,6.69
20.9,7.09,35,1844,6.45
21,7.04,28,1834,6.18
20.9,7.02,28,1785,6.16
20.9,7.01,46,1785,5.77
21,7.03,32,2024,5.07
21,6.96,32,2080,4.95
21,6.93,32,2033,5.23
21.6,6.97,33,1875,7.76
22.5,7.11,40,1718,10.19
23.2,7.06,33,1587,11.98
23.8,7.11,49,1532,13.05
22,6.88,29,1687,8.56
21.5,6.95,32,1763,6.87
21.7,6.94,28,1665,7.39
22.4,6.99,33,1680,10.38
22.4,7,37,1681,9.88
21.9,7.01,45,1700,8.16
21.8,6.96,35,1703,7.46
22,6.98,59,1675,8.15
22.1,6.98,53,1621,8.58
22,7.01,53,1643,7.82
22.1,6.96,46,1659,7.86
22,6.94,37,1624,7.72
21.9,6.95,40,1637,7.02
21.7,6.97,27,1416,6.4
21.6,6.92,33,1463,5.28
21.7,6.91,42,1444,5.41
21.6,6.92,24,1343,6.46
22,6.97,28,1413,7.26
22.2,6.94,34,1420,8.12
23.3,7.07,41,1365,13.03
23.9,7.09,47,1294,13.32
24.4,7.23,40,1330,14.9
24.4,7.09,35,1346,14.33
24.8,7.09,35,1370,14.03
23.2,6.87,25,1425,8.66
23.4,7.04,29,1466,9.93
22.8,6.9,32,1567,8.13
22.7,6.92,27,1578,8.39
22.5,6.87,28,1600,7.48
22.4,6.9,27,1593,6.86
22.3,6.85,25,1581,6.47
22.1,6.86,28,1559,6.05
22.1,6.84,24,1485,5.89
22.2,6.88,21,1476,6.2
22.2,6.84,13,1334,6.09
22.2,6.82,13,1212,5.82
22.2,6.81,14,1181,5.78
22.3,6.84,18,1178,5.73
22.3,6.82,19,1181,5.89
22.4,6.83,21,1193,5.98
22.4,6.83,21,1175,5.94
22.2,6.86,17,1325,5.03
22.2,6.86,19,1337,5.07
22.1,6.85,21,1334,4.84
22,6.84,52,1398,3.95
22,6.88,38,1463,4.13
22,6.87,39,1444,4.15
22,6.85,38,1498,4.11
22.1,6.86,52,1488,4.57
22.2,6.93,40,1562,4.79
21.9,6.92,48,1519,5.33
22.3,6.95,57,1590,5.47
22.2,6.91,57,1608,4.53
22.1,6.98,45,1481,4.04
21.9,6.95,33,1438,4.19
21.9,6.95,28,1398,4.04
21.8,6.94,26,1422,4.06
22,7.02,22,1169,4.87
22,6.97,22,1111,4.93
21.9,6.98,20,1073,4.95
21.8,6.97,32,1098,4.41
21.6,7,29,1091,4.38
21.6,7.01,33,1057,4.71
21.6,7.01,36,989,4.35
21.6,6.98,41,989,4.31
21.8,7.03,36,1002,4.16
21.8,6.99,29,872,4.43
21.8,7,39,891,4.39
22,6.98,37,1297,3.55
21.9,7.04,33,965,5.08
22,7.04,40,950,5.22
22.1,7.05,45,928,5.67
22,7.05,47,921,5.98
21.9,7.46,37,937,5.23
21.8,7.47,47,944,5.34
21.6,7.49,49,916,5.65
21.4,7.5,56,879,5.49
21.3,7.46,56,928,4.91
21.2,7.35,39,995,4.73
21.2,7.38,31,1063,4.44
21.2,7.33,28,1057,4.15
21.1,7.36,25,1050,4.03
21,7.3,26,1114,3.82
21,7.31,22,1144,3.82
20.8,7.31,21,1073,3.88
20.7,7.34,17,986,3.95
20.6,7.3,22,996,3.86
20.6,7.3,24,1101,3.73
20.4,7.3,26,1114,3.61
20.3,7.52,19,1064,4.01
20.4,7.31,24,1080,4.17
20.4,7.31,19,1098,4.54
20.4,7.34,22,1095,4.66
20.4,7.4,28,1136,5.11
20.4,7.42,31,1098,5.63
20.4,7.33,29,1247,4.53
20.3,7.45,25,1142,5.95
20.4,7.51,27,1145,6.13
20.3,7.46,32,1098,6.14
20.2,7.43,24,1126,6.03
20.2,7.41,22,1111,5.6
20.1,7.44,22,1133,5.57
20.1,7.38,20,1101,5.27
20,7.36,22,1107,5.08
20,7.33,22,1126,5.01
19.9,7.37,22,1145,4.83
19.9,7.32,22,1142,4.76
19.6,7.32,31,1014,4.32
19.7,7.3,34,1048,4.24
19.7,7.32,29,1051,4.19
19.7,7.3,31,1086,4.16
19.6,7.28,30,1044,3.87
19.6,7.27,32,1092,3.93
19.6,7.3,32,1054,4.04
19.4,7.27,32,1026,3.91
19.5,7.27,41,1008,3.84
19.5,7.28,35,980,4.05
19.6,7.33,41,995,4.41
19.8,7.27,52,1011,4.3
19.8,7.36,46,1083,4.11
20.4,7.39,37,986,6.12
20.6,7.44,42,1051,5.9
20.7,7.4,37,1019,6.33
20.7,7.43,40,1016,6.49
20.6,7.39,66,999,6.13
20.4,7.37,61,1005,5.48
20.1,7.3,106,1438,4.9
20,7.28,74,1559,4.38
19.9,7.31,35,890,4.62
19.9,7.31,29,851,4.49
19.8,7.24,26,795,4.13
19.7,7.23,23,710,4.1
19.7,7.23,35,836,3.94
19.6,7.25,28,783,3.99
19.6,7.23,22,843,3.99
19.6,7.22,22,883,3.95
19.7,7.21,20,873,3.91
19.8,7.25,22,847,4.34
19.8,7.21,26,854,3.91
19.8,7.22,34,856,4.4
20,7.21,44,851,4.03
20,7.21,76,983,3.07
20.4,7.22,36,959,4.56
20.4,7.21,51,968,4.34
20.4,7.21,41,937,4.4
20.3,7.28,35,885,4.51
20.4,7.21,36,882,4.85
20.5,7.21,45,889,5.14
20.5,7.22,44,891,5.31
20.4,7.35,34,840,5.5
20.4,7.24,33,857,5.44
20.4,7.22,29,832,5.35
20.3,7.18,39,932,4.65
20.2,7.28,33,885,5.06
20.2,7.19,40,883,4.72
20.4,7.16,20,876,5.37
20.4,7.19,22,894,5.19
20.3,7.21,35,879,4.87
20.3,7.16,38,941,4.45
20.3,7.12,36,946,4.34
20.1,7.12,35,894,4.51
20.2,7.16,33,922,4.67
20.4,7.19,44,919,5.2
20.5,7.14,46,925,4.38
20.5,7.17,33,930,4.56
20.7,7.23,32,959,5.46
20.7,7.16,31,928,5.23
21,7.2,38,922,5.81
21.4,7.26,41,904,7.38
21.4,7.24,38,910,6.6
21.5,7.23,40,922,7.02
21.1,7.16,35,934,6.27
20.7,7.13,35,938,4.92
20.6,7.12,29,936,4.4
20.6,7.08,32,931,4.48
20.7,7.05,32,947,4.52
20.7,7.03,32,934,4.4
20.7,7.03,22,962,4.77
20.8,7,25,926,5.18
20.9,6.99,36,928,5.08
20.8,6.99,26,925,4.87
20.7,6.99,31,935,4.38
20.7,6.99,41,927,3.99
20.7,6.98,40,941,3.77
20.8,6.98,48,937,3.6
20.9,7,48,971,3.72
21.2,6.99,53,939,4.03
21.3,7,47,965,4.22
21.4,7.02,28,944,5.24
21.9,7.1,30,901,6.8
24,7.16,31,885,12.08
23.5,7.03,32,907,9.85
23.1,7.06,32,907,8.72
23,7.15,32,931,8.51
21.9,7.05,34,986,5.79
21.8,7.08,35,984,5.96
21.4,7.07,32,1035,5.23
21.3,7.13,33,1041,5.2
21.3,7.09,29,1032,4.81
21.2,7.08,21,981,4.78
21.2,7.08,15,932,4.89
21.2,7.1,17,940,4.77
21.2,7.08,19,931,4.5
21.4,7.06,38,950,4.56
21.4,7.05,31,943,4.36
21.4,7.08,17,894,4.67
21.3,7.08,20,895,4.85
21.5,7.07,29,896,4.82
21.7,7.06,28,906,5.12
21.6,7.05,32,910,4.05
21.8,7.06,36,916,4.29
22.8,7.14,41,888,7.77
23.2,7.1,39,885,8.21
23.8,7.19,41,885,9.49
23.4,7.12,36,876,7.83
26,7.3,40,832,14.54
25.6,7.15,33,829,12.68
24.9,7.26,36,842,11.16
24.3,7.18,36,841,9.65
24.1,7.26,57,859,9.66
23.6,7.2,35,850,8.46
23.1,7.18,31,875,7.26
23,7.12,24,950,7.43
22.7,7.06,33,925,5.97
22.8,7.05,31,952,6.36
23,7.05,27,928,6.35
23,7.02,26,863,6.17
23.2,7.02,21,853,6.84
23.3,7.02,21,824,6.64
22.8,6.98,23,959,4.74
22.3,6.95,24,970,3.8
22.5,6.96,30,940,3.91
22.5,6.94,34,924,4.09
22.4,6.94,50,988,2.98
22.4,6.93,48,973,2.72
22.4,6.93,38,991,2.46
22.5,6.94,37,992,2.25
22.8,6.95,56,970,2.14
23,6.96,46,980,2.58
22.9,6.96,49,977,1.69
23,6.98,47,988,2.01
23.5,7,41,979,3.02
23,6.98,64,1053,1.31
22.6,7.02,50,1123,1.94
22.6,7.03,44,1156,2.39
22.7,7.05,44,1129,2.4
22.4,7,44,1265,1.5
22.5,7.03,43,1317,1.73
22.3,7.04,33,1376,1.69
22.5,7.07,34,1271,1.99
22.4,7.05,33,1308,1.66
22.3,7.06,42,1236,1.81
22.4,7.06,29,1211,2.43
22.6,7.08,29,1119,2.27
22.5,7.07,70,1103,2.26
22.6,7.08,85,1220,1.87
22.6,7.08,54,1217,2.19
23,7.07,38,1187,2.32
23,7.06,45,1243,2.63
23,7.04,57,1147,2.15
23,7.04,64,1088,1.76
23.4,7.04,49,1082,2.98
23.4,7.04,62,1050,2.04
23.4,7.06,60,1009,2.43
23.5,7.05,68,1004,2.86
23.5,7.05,65,991,2.51
23.4,7.05,87,1010,2.33
23.1,7.05,65,1041,2.47
23.1,7.06,49,1050,2.78
23.1,7.07,42,1072,2.57
23,7.05,45,1087,2.72
22.8,7.06,38,1075,2.33
22.7,7.08,39,1081,2.2
22.7,7.08,50,1146,2.16
22.6,7.06,33,1099,2.52
22.5,7.06,33,1043,2.51
22.4,7.03,36,1050,2.09
22.4,7.04,39,1115,1.96
22.1,7.04,42,1059,1.72
22.2,7.03,46,1168,1.72
22.2,7.02,35,1236,1.56
22.1,7.02,36,1214,1.58
22.1,7.02,56,1242,1.49
22.1,7.02,57,1317,1.4
22.1,7.03,37,1298,1.93
22.3,7.03,44,1271,1.83
22.2,7.03,46,1283,2.19
22.2,7.02,34,1564,0.99
22.2,7.03,44,1437,1.85
22.2,7.05,51,1449,1.62
22.2,7.01,78,1720,0.75
22.2,7.01,45,1748,0.81
21.8,7.04,48,1459,1.7
21.8,7.06,39,1500,1.56
21.6,7.03,31,1447,1.92
21.6,7.03,29,1469,1.53
21.4,7.03,28,1440,1.53
21.4,7.04,32,1481,1.5
21.3,7.01,36,1487,1.35
21.6,7,41,1735,0.84
21.3,7,39,1484,0.79
21.2,7.03,33,1286,1
21.4,7,34,1515,0.64
21.4,6.98,36,1661,0.58
21.4,6.98,33,1648,0.61
21.2,7.01,34,1484,0.7
21.3,7,37,1550,0.61
21.3,7.01,35,1544,0.63
21.4,6.99,38,1565,0.63
21.6,7,30,1568,0.67
21.7,6.99,35,1559,0.86
22,7,51,1519,1.48
22.2,6.99,48,1528,1.49
22.2,7,47,1497,1.51
22.4,6.99,57,1503,1.66
22.2,6.98,71,1488,1.54
22.1,6.99,54,1463,1.27
21.9,6.99,49,1484,1.11
21.9,6.96,64,1699,0.44
21.8,6.98,57,1497,0.87
21.8,6.95,47,1748,0.55
21.7,6.98,64,1422,0.77
21.8,6.98,49,1165,0.87
21.7,6.96,39,1094,0.84
21.6,6.94,48,1106,0.73
21.5,6.95,46,939,0.72
21.4,6.93,49,906,0.61
21.2,6.95,56,858,0.52
21.4,6.95,64,778,0.86
21.6,6.93,44,728,1.09
21.8,6.92,55,738,0.78
21.6,6.91,45,859,0.63
21.6,6.92,52,874,0.74
22.2,7.42,75,832,5.37
22.4,7.43,60,820,5.38
22.4,7.43,54,819,5.31
22.2,7.45,58,815,5.72
22.1,7.38,97,832,4.01
22.1,7.47,59,832,5.04
22,7.4,61,823,5.28
21.8,7.42,57,825,5.05
21.7,7.43,60,813,4.63
21.6,7.41,59,810,4.52
21.5,7.39,60,816,4.45
21.3,7.39,54,838,4.39
21.3,7.39,59,869,3.99
21.3,7.38,48,918,4.26
21.3,7.35,58,919,4.09
21.3,7.39,42,894,4.65
21.4,7.41,36,901,4.9
21.4,7.37,33,904,4.6
21.3,7.35,35,869,4.42
21.3,7.34,46,874,4.23
21.4,7.45,51,885,4.42
21.6,7.34,57,929,4.45
21.8,7.3,48,984,4.15
21.9,7.29,66,980,3.99
22.3,7.38,58,1010,4.48
22.6,7.38,46,1029,5.37
22.5,7.35,70,974,5.38
22.7,7.4,60,964,5.86
22.6,7.48,63,971,5.85
22.5,7.38,65,931,5.88
22.4,7.44,68,943,6.14
22.2,7.39,63,925,5.99
22.2,7.45,69,919,5.6
22.2,7.35,76,995,5.21
22,7.34,63,980,5.12
22,7.36,48,1008,5.55
21.9,7.42,47,1019,5.39
21.9,7.32,48,1026,5.08
21.8,7.34,47,1032,4.93
21.8,7.34,43,1048,4.91
21.8,7.37,45,1057,4.72
21.6,7.31,49,1041,4.55
21.6,7.31,53,1029,4.56
21.7,7.33,40,1023,4.85
22,7.44,47,1032,5.73
22.6,7.41,44,1029,7.16
23.3,7.5,64,1004,8.61
24.3,7.42,61,956,10.34
24.9,7.88,62,912,11.27
25.8,7.7,59,903,12.79
25.8,7.78,74,897,13.57
25.8,7.76,59,891,13.6
25.5,8.08,48,879,14.38
24.8,7.64,51,922,12.3
23.8,7.44,39,989,9.57
23,7.25,63,1041,7.25
22.9,7.36,29,1029,7.89
23.2,7.24,29,946,8.7
23.1,7.19,34,965,8.12
23,7.17,32,962,7.84
22.9,7.24,35,962,7.45
22.6,7.12,44,1054,5.84
22.6,7.09,31,1019,6.42
22.5,7.08,31,1026,6.2
22.5,7.07,44,977,5.99
22.4,7.04,53,980,5.41
22.4,7.01,59,971,5.47
22.5,6.98,55,1017,4.99
22.6,6.96,41,1008,6.08
22.8,6.97,48,998,7.72
23,6.97,56,995,8.25
23.3,6.96,52,1010,8.39
23.4,6.94,63,992,7.72
23.8,6.93,59,989,9.69
24.1,6.93,68,1001,9.82
23.9,6.92,73,1017,8
23.5,6.91,63,1132,6.48
23.5,6.88,79,1169,6.27
23.5,6.87,97,1166,6.02
23.5,6.89,72,1169,6.37
23.4,6.91,81,1218,5.4
23.3,6.88,72,1382,4.45
23.3,6.88,75,1410,4.12
23.3,6.89,70,1422,4.4
23.2,6.93,56,1485,4.17
23.2,6.94,57,1440,4.12
23.1,6.97,66,1321,4.16
23,7,38,1324,5.11
23.1,7.05,32,1308,5.36
23.2,7.04,32,1281,5.37
23.2,7.06,40,1228,5.46
23.3,7.08,42,1209,5.67
23.6,7.14,40,1215,7.1
24.1,7.18,48,1202,10.16
24.6,7.19,71,1163,11.61
24.9,7.22,83,1172,12
26.1,8.76,78,1149,14.41
26.7,8.9,81,1079,14.42
27.1,8.91,74,1022,15
27.3,9,70,1035,14.95
27.9,9.1,102,1060,15
27.4,9.05,87,1047,14.53
27,9.01,71,1047,14.34
26.5,8.85,61,1069,13.18
26.3,8.78,63,1091,12.7
26.1,8.63,68,1123,11.49
25.9,8.53,70,1163,10.87
25.5,8.47,47,1205,10.62
25.6,8.49,49,1176,10.85
25.5,8.34,61,1203,9.79
25.5,8.33,51,1163,10
25.4,8.37,53,1154,9.48
25.4,8.34,52,1154,9.55
25.3,8.38,42,1138,9.58
25.3,8.36,38,1116,10
25.3,8.38,48,1107,9.61
25.5,8.51,48,1094,10.84
25.6,8.54,59,1092,10.78
25.7,8.49,62,1101,10.5
25.7,8.28,67,1138,9.05
26.5,8.66,74,1094,11.61
27.9,8.85,89,1082,15
29.2,9.14,72,1016,15
29.5,9.24,70,1082,15
29.5,9.3,76,1056,15
27.6,8.86,63,1165,12.36
26.7,8.69,61,1278,11.4
26.6,8.64,62,1294,10.84
26.2,8.52,54,1309,9.99
25.8,8.42,49,1355,9.23
25.7,8.29,49,1438,8.49
25.6,8.23,42,1488,8.39
25.6,8.17,47,1526,7.84
25.6,8.14,45,1507,7.71
25.4,7.97,37,1501,7.02
25.3,7.87,36,1463,6.64
25.3,7.78,34,1439,6.37
25.2,7.72,36,1453,6.01
25.1,7.63,41,1470,5.71
25.2,7.62,36,1460,5.97
25.5,7.9,0,1485,0
26,8.39,48,1466,10.04
26.4,8.55,54,1406,11.43
26.9,8.65,57,1398,12.07
27.2,8.69,60,1364,12.09
27.2,8.68,66,1419,11.92
27.2,8.55,79,1562,11.08
27.1,8.39,64,1673,10.48
27,8.24,67,1764,9.35
26.8,8.24,62,1904,9.16
26.5,7.97,66,2003,7.96
26.2,7.66,50,1972,6.59
26.1,7.65,40,1908,6.26
26,7.57,40,1869,5.81
26,7.64,38,1835,6.46
25.9,7.49,36,1857,5.92
25.9,7.42,40,1851,5.71
25.8,7.43,35,1670,5.79
26,7.53,41,1587,5.86
26,7.46,42,1584,5.69
26,7.54,43,1578,5.73
26,7.42,41,1540,5.74
26,7.46,44,1536,5.5
26,7.3,54,1650,5.58
26.3,7.48,49,1509,7
26.7,7.79,59,1482,8.64
27.4,7.96,60,1482,10.6
28.2,8.28,61,1474,12.35
28.8,8.58,81,1450,12.78
29,8.39,91,1425,12.69
30,8.44,82,1367,15
29.9,8.42,78,1361,14.68
29.5,8.61,67,1419,14.64
29.4,8.47,71,1401,14.48
28.5,7.81,78,1485,11.62
28.2,7.64,80,1523,10.98
28,7.95,82,1544,9.65
27.7,7.38,63,1578,9.44
27.6,7.31,63,1567,8.58
27.4,7.28,54,1572,7.68
27.4,7.48,56,1609,7.33
27,7.13,84,1780,5.28
26.6,7.09,62,1747,4.84
26.4,7.09,51,1752,5.06
26.4,7.06,44,1888,3.61
26.2,7.04,51,1860,3.45
26,7,58,1876,2.79
26.2,7,48,1888,3.1
26.2,7.07,63,2154,2.64
26.1,7.01,54,2216,2.8
26.2,6.99,55,2335,2.92
26.3,7.03,68,2158,4.45
26.4,7.17,57,2081,5.27
26.4,7.1,105,2130,4.36
26.4,7.07,91,2108,3.99
26.3,7.02,97,2053,3.34
26.4,7.16,71,2075,5.04
26.4,7.12,89,2065,5.48
26.2,7.08,78,2046,4.63
26,6.97,66,2551,1.97
26,7,76,2170,3.58
25.8,7.02,74,2121,3.19
25.9,6.96,78,2316,2.08
25.8,6.94,54,2285,3.01
25.6,6.94,58,2176,2.45
25.5,6.97,57,2185,2.14
25.2,6.95,53,2170,2.01
25.3,6.92,52,2316,2.59
25.3,6.95,54,2371,2.82
25.4,6.92,49,2459,1.49
25.2,6.92,46,2446,2.07
25.1,6.92,53,2471,1.27
25,6.93,50,2449,2.99
25,6.94,50,2518,3.4
25.1,7,47,2521,2.25
25.2,6.97,53,2573,3.63
25.3,7.02,64,2572,4.71
25.2,7.11,45,2799,2.36
25.3,7.16,57,2756,1.87
25.3,7.19,77,2795,2.3
25.2,7.46,45,2929,1.69
25,7.17,58,2834,2.02
24.7,7.28,52,2728,3.52
24.6,7.24,46,2743,3.29
24.2,7.34,69,2655,2.74
24.1,7.18,75,2473,2.7
24,7.1,59,2291,1.99
23.8,7.05,61,2336,1.59
24.2,7.48,42,1218,1.22
24.1,6.99,38,1193,1.34
23.9,7,38,1272,1.4
24,6.99,35,1324,1.35
24,7.4,35,1318,1.25
23.8,6.99,31,1166,1.32
23.9,6.99,30,1132,1.52
23.8,6.99,31,1113,1.41
23.7,7.52,31,1054,1.71
23.6,7.03,38,1073,2.28
23.9,7.05,40,1088,2.87
24,7.09,51,1157,3.53
24.1,7.63,76,1135,4.31
24.1,7.01,66,1169,2.23
24.1,7.06,71,1157,3.11
24.1,6.96,54,1212,1.51
24.2,7.49,53,1220,2.66
24.1,7.07,92,1196,3.48
23.8,7.16,148,1111,5.1
23.6,7,55,1132,2.66
23.5,7.12,52,1132,2.36
23.3,6.99,76,1098,2.45
23.3,6.98,61,1138,1.93
23.2,7,55,1085,1.33
23,7.46,62,989,1.35
23,7.02,59,965,1.24
23,7.03,48,879,1.28
23.2,7.07,38,696,1.15
23.2,7.45,36,699,1.19
23.1,7.07,35,725,1.23
23,7.05,44,752,1.19
23,7.05,37,746,1.34
23.3,7.5,35,801,1.89
23.4,7.08,41,798,2.62
23.6,7.1,41,819,2.88
23.6,7.06,36,810,1.65
24,7.47,41,841,2.72
24,7.08,48,842,3.03
24.4,7.09,50,853,4.11
23.8,7.06,52,882,1.2
24.2,7.32,54,876,3.27
24.2,7.11,54,850,3.15
24,7.08,58,863,2.02
23.8,7.07,73,879,1.67
23.7,7.3,57,925,1.15
23.6,7.06,50,881,1.51
23.7,7.05,58,853,1.42
23.7,7.05,57,888,0.92
23.4,7.22,28,1151,0.9
23.3,7.04,23,1287,0.96
23,7.03,23,1129,1.24
23,7.04,25,1066,1.12
23.1,7.26,25,992,1.23
23.1,6.99,27,977,1.1
23.1,7.03,28,1035,0.98
23.1,7.03,25,1098,0.8
23.2,7.14,23,1221,0.83
23.3,7.04,28,1181,0.85
23.2,7.06,41,1079,1.29
23.3,7.03,31,1104,0.84
23.5,7.09,31,1082,1.57
23.6,7.03,40,1101,1.16
23.6,7.06,46,1044,1.28
23.6,7.05,45,1001,1
23.6,7.35,46,995,0.98
23.5,7.06,58,992,1.13
23.5,7.07,68,989,2.33
23.5,7.05,47,1069,1.53
23.4,7.11,41,1151,1.8
23.2,7.06,46,1166,1.69
23.1,7.05,50,1066,1.89
23,7,47,1038,1.82
23.1,7.21,50,998,1.61
23.2,6.99,48,953,1.45
23.1,6.99,63,931,1.57
22.8,7,55,906,1.41
22.7,7.21,70,800,2.32
22.8,7.01,54,642,2.63
23,7.03,40,578,2.29
23,6.99,69,752,2.16
22.9,7.23,53,807,2.09
22.8,7,53,669,2.19
22.7,7,52,646,2.64
22.8,7,41,711,3
22.7,7.08,45,745,3.13
22.5,7.03,54,746,3.16
22.5,7.31,64,762,4.87
22.7,7.29,49,640,4.3
22.6,7.49,131,557,4.01
22.6,7.24,68,530,3.94
22.5,7.21,53,513,4.13
22.5,7.18,46,502,3.23
22.7,7.5,31,495,2.49
22.8,7.11,25,483,2.66
22.6,7.1,27,483,2.39
22.4,7.02,32,489,2.22
22.2,7.5,36,480,2.3
22.2,7.01,32,470,2.22
22.1,7.05,31,496,1.76
21.8,7.03,31,563,1.75
21.7,7.51,31,589,2.06
21.6,7,30,528,2.06
21.6,6.98,32,505,1.67
21.8,6.97,32,440,1.69
22,7.48,35,424,1.85
22.2,6.99,41,468,1.75
22.5,6.98,37,458,2.09
22.4,6.99,42,464,1.97
23.7,7.2,48,489,3.33
22.9,7.01,42,482,2.18
22.6,6.98,42,485,1.76
23.2,7.02,50,480,2.82
23.9,7.55,70,436,3.94
23.9,7.1,88,486,3.8
23.5,7,72,461,3.29
23.2,7.02,54,452,3.18
23,7.49,45,445,3.07
23,6.94,41,442,2.82
22.9,6.99,33,435,2.93
22.8,6.98,29,428,3.1
22.7,7.45,27,425,2.82
22.8,6.98,31,426,2.69
22.7,6.98,23,426,2.87
22.8,6.99,25,424,2.28
22.7,7.44,26,424,2.57
22.6,6.96,25,423,2.23
22.5,6.97,27,426,2.07
22.6,6.98,27,423,3.04
22.9,7.43,23,421,2.72
23,7,29,426,3.21
